tweet_id,favorites,retweets,user_followers,user_favourites,date_time
835297930240217089,17598,3311,6600894,132942,2017-02-25 01:18:40
835264098648616962,8342,1887,6600894,132942,2017-02-24 23:04:14
835246439529840640,2236,81,6600894,132942,2017-02-24 21:54:03
835172783151792128,28065,6375,6600894,132942,2017-02-24 17:01:22
835152434251116546,24132,3366,6600894,132942,2017-02-24 15:40:31
834931633769889797,11646,1834,6600894,132942,2017-02-24 01:03:08
834786237630337024,22661,6050,6600894,132942,2017-02-23 15:25:23
834574053763584002,14742,2811,6600894,132942,2017-02-23 01:22:14
834477809192075265,0,11845,6600894,132942,2017-02-22 18:59:48
834458053273591808,10321,1859,6600894,132942,2017-02-22 17:41:18
834209720923721728,22161,5321,6600894,132942,2017-02-22 01:14:30
834167344700198914,16933,4028,6600894,132942,2017-02-21 22:26:07
834089966724603904,10804,2360,6600894,132942,2017-02-21 17:18:39
834086379323871233,14051,2456,6600894,132942,2017-02-21 17:04:24
833863086058651648,14421,2670,6600894,132942,2017-02-21 02:17:06
833826103416520705,16492,3823,6600894,132942,2017-02-20 23:50:09
833732339549220864,0,242,6600894,132942,2017-02-20 17:37:34
833722901757046785,22227,3558,6600894,132942,2017-02-20 17:00:04
833479644947025920,15987,2294,6600894,132942,2017-02-20 00:53:27
833124694597443584,21766,5394,6600894,132942,2017-02-19 01:23:00
832998151111966721,14324,2463,6600894,132942,2017-02-18 17:00:10
832769181346996225,0,42,6600894,132942,2017-02-18 01:50:19
832757312314028032,18132,4024,6600894,132942,2017-02-18 01:03:09
832682457690300417,12801,3274,6600895,132942,2017-02-17 20:05:43
832645525019123713,3140,579,6600895,132942,2017-02-17 17:38:57
832636094638288896,17090,3122,6600895,132942,2017-02-17 17:01:29
832397543355072512,12885,2482,6600895,132942,2017-02-17 01:13:34
832369877331693569,18486,3555,6600895,132942,2017-02-16 23:23:38
832273440279240704,12170,2604,6600895,132942,2017-02-16 17:00:25
832215909146226688,0,6892,6600895,132942,2017-02-16 13:11:49
832215726631055365,0,10436,6600895,132942,2017-02-16 13:11:05
832088576586297345,72,2,6600895,132942,2017-02-16 04:45:50
832040443403784192,0,10833,6600896,132942,2017-02-16 01:34:34
832032802820481025,19261,5197,6600897,132942,2017-02-16 01:04:13
831939777352105988,25889,6854,6600896,132942,2017-02-15 18:54:34
831926988323639298,367,36,6600896,132942,2017-02-15 18:03:45
831911600680497154,29834,7280,6600896,132942,2017-02-15 17:02:36
831670449226514432,11270,2021,6600896,132942,2017-02-15 01:04:21
831650051525054464,7743,2181,6600896,132942,2017-02-14 23:43:18
831552930092285952,9716,2558,6600896,132942,2017-02-14 17:17:22
831322785565769729,9889,1706,6600896,132942,2017-02-14 02:02:51
831315979191906304,7008,1239,6600896,132942,2017-02-14 01:35:49
831309418084069378,12620,2714,6600896,132942,2017-02-14 01:09:44
831262627380748289,12838,2292,6600896,132942,2017-02-13 22:03:49
830956169170665475,8598,1682,6600896,132942,2017-02-13 01:46:03
830583320585068544,72204,18804,6600896,132942,2017-02-12 01:04:29
830173239259324417,0,6375,6600896,132942,2017-02-10 21:54:58
830097400375152640,10618,3361,6600896,132942,2017-02-10 16:53:37
829878982036299777,0,5605,6600896,132942,2017-02-10 02:25:42
829861396166877184,13229,2194,6600897,132942,2017-02-10 01:15:49
829501995190984704,34270,11845,6600897,132942,2017-02-09 01:27:41
829449946868879360,11321,2272,6600896,132942,2017-02-08 22:00:52
829374341691346946,37438,10423,6600896,132942,2017-02-08 17:00:26
829141528400556032,26502,8292,6600896,132942,2017-02-08 01:35:19
829011960981237760,57260,18129,6600896,132942,2017-02-07 17:00:28
828801551087042563,0,3799,6600896,132942,2017-02-07 03:04:22
828770345708580865,27640,6574,6600896,132942,2017-02-07 01:00:22
828708714936930305,39566,12543,6600896,132942,2017-02-06 20:55:28
828650029636317184,10283,1503,6600896,132942,2017-02-06 17:02:17
828409743546925057,6787,1283,6600896,132942,2017-02-06 01:07:28
828408677031882754,8263,1432,6600896,132942,2017-02-06 01:03:14
828381636999917570,13655,2486,6600896,132942,2017-02-05 23:15:47
828376505180889089,7997,1190,6600896,132942,2017-02-05 22:55:23
828372645993398273,13543,3271,6600896,132942,2017-02-05 22:40:03
828361771580813312,2370,191,6600896,132942,2017-02-05 21:56:51
828046555563323392,12731,3193,6600896,132942,2017-02-05 01:04:17
828011680017821696,11202,2395,6600896,132942,2017-02-04 22:45:42
827933404142436356,21812,5854,6600896,132942,2017-02-04 17:34:40
827653905312006145,16712,3354,6600896,132942,2017-02-03 23:04:02
827600520311402496,8025,1055,6600897,132942,2017-02-03 19:31:54
827324948884643840,17193,3424,6600897,132942,2017-02-03 01:16:53
827199976799354881,11458,2509,6600897,132942,2017-02-02 17:00:17
826958653328592898,23380,5605,6600897,132942,2017-02-02 01:01:21
826848821049180160,39579,11514,6600897,132942,2017-02-01 17:44:55
826615380357632002,0,4414,6600897,132942,2017-02-01 02:17:19
826598799820865537,5544,286,6600897,132942,2017-02-01 01:11:25
826598365270007810,10918,2631,6600897,132942,2017-02-01 01:09:42
